,Gene,Name,Parent Gene,Final_name
1558,gene1136,,slr2136,slr2136
1559,gene1137,sll2007,sll2007,sll2007
1560,gene1138,sll2006,sll2006,sll2006
1562,gene1139,,sll2005,sll2005
1563,gene1140,ssl3829,ssl3829,ssl3829
1565,gene1141,,sml0007,sml0007
1566,gene1142,slr2141,slr2141,slr2141
1567,gene1143,sll2003,sll2003,sll2003
1569,gene1144,,slr2143,slr2143
1570,gene1145,sll2002,sll2002,sll2002
1571,gene1146,slr2144,slr2144,slr2144
1573,gene1147,,slr1803,slr1803
1574,gene1148,sll1710,sll1710,sll1710
1576,gene1149,,sll1709,sll1709
1577,gene1150,ssl3291,ssl3291,ssl3291
1578,gene1151,sll1708,sll1708,sll1708
1579,gene1152,slr1805,slr1805,slr1805
1581,gene1153,,sll1704,sll1704
1583,gene1154,,sll1703,sll1703
1584,gene1155,sll1702,sll1702,sll1702
1585,gene1156,slr1807,slr1807,slr1807
1587,gene1157,,slr1808,slr1808
1588,gene1158,slr1809,slr1809,slr1809
1589,gene1159,sll1699,sll1699,sll1699
1590,gene1160,sll1698,sll1698,sll1698
1591,gene1161,sll1697,sll1697,sll1697
1592,gene1162,slr1811,slr1811,slr1811
1593,gene1163,slr1812,slr1812,slr1812
1594,gene1164,slr1813,slr1813,slr1813
1595,gene1165,slr1814,slr1814,slr1814
1596,gene1166,slr1815,slr1815,slr1815
1597,gene1167,slr1816,slr1816,slr1816
1598,gene1168,sll1696,sll1696,sll1696
1601,gene1169,,sll1694,sll1694
1602,gene1170,sll1693,sll1693,sll1693
1603,gene1171,slr1818,slr1818,slr1818
1604,gene1172,sll1692,sll1692,sll1692
1605,gene1173,sll1691,sll1691,sll1691
1606,gene1174,slr1819,slr1819,slr1819
1608,gene1175,,sll1689,sll1689
1610,gene1176,,sll1688,sll1688
1611,gene1177,slr1820,slr1820,slr1820
1612,gene1178,sll1687,sll1687,sll1687
1613,gene1179,slr1821,slr1821,slr1821
1615,gene1180,,slr1822,slr1822
1616,gene1181,slr1732,slr1732,slr1732
1617,gene1182,sll1631,sll1631,sll1631
1618,gene1183,sll1630,sll1630,sll1630
1620,gene1184,,sll1629,sll1629
1621,gene1185,sll1628,sll1628,sll1628
1623,gene1186,,slr1734,slr1734
1624,gene1187,slr1735,slr1735,slr1735
1626,gene1188,,sll1626,sll1626
1628,gene1189,,sll1625,sll1625
1629,gene1190,sll1624,sll1624,sll1624
1630,gene1191,sll1623,sll1623,sll1623
1631,gene1192,slr1736,slr1736,slr1736
1632,gene1193,slr1737,slr1737,slr1737
1633,gene1194,sll1621,sll1621,sll1621
1634,gene1195,slr1738,slr1738,slr1738
1635,gene1196,sll1620,sll1620,sll1620
1636,gene1197,slr1739,slr1739,slr1739
1637,gene1198,slr1740,slr1740,slr1740
1638,gene1199,sll1618,sll1618,sll1618
1639,gene1200,slr1742,slr1742,slr1742
1641,gene1201,,slr1743,slr1743
1643,gene1202,,slr1744,slr1744
1645,gene1203,,slr1746,slr1746
1646,gene1204,slr1747,slr1747,slr1747
1648,gene1205,,slr0851,slr0851
1649,gene1206,slr0852,slr0852,slr0852
1651,gene1207,,slr0853,slr0853
1653,gene1208,,slr0854,slr0854
1654,gene1209,sll0858,sll0858,sll0858
1655,gene1210,sll0857,sll0857,sll0857
1657,gene1211,,sll0856,sll0856
1658,gene1212,sll0855,sll0855,sll0855
1659,gene1213,sll0854,sll0854,sll0854
1660,gene1214,sll0853,sll0853,sll0853
1661,gene1215,slr0856,slr0856,slr0856
1662,gene1216,slr0857,slr0857,slr0857
1664,gene1217,,sll0851,sll0851
1666,gene1218,,sll0849,sll0849
1668,gene1219,,sll0848,sll0848
1669,gene1220,sll0847,sll0847,sll0847
1671,gene1221,,slr0861,slr0861
1672,gene1222,sll0846,sll0846,sll0846
1674,gene1223,,slr0862,slr0862
1675,gene1224,slr0863,slr0863,slr0863
1676,gene1225,sll0844,sll0844,sll0844
1677,gene1226,sll0843,sll0843,sll0843
1679,gene1227,,sll0842,sll0842
1680,gene1228,slr0864,slr0864,slr0864
1681,gene1229,slr0865,slr0865,slr0865
1682,gene1230,sll0839,sll0839,sll0839
1684,gene1231,,sll0838,sll0838
1685,gene1232,sll0837,sll0837,sll0837
1686,gene1233,slr0867,slr0867,slr0867
1687,gene1234,slr0868,slr0868,slr0868
1688,gene1235,slr0869,slr0869,slr0869
1689,gene1236,slr0870,slr0870,slr0870
1690,gene1237,slr0871,slr0871,slr0871
1691,gene1238,slr0872,slr0872,slr0872
1693,gene1239,,sll1165,sll1165
1694,gene1240,slr1243,slr1243,slr1243
1695,gene1241,sll1164,sll1164,sll1164
1696,gene1242,sll1163,sll1163,sll1163
1697,gene1243,sll1162,sll1162,sll1162
1698,gene1244,sll1161,sll1161,sll1161
1699,gene1245,sll1160,sll1160,sll1160
1700,gene1246,sll1159,sll1159,sll1159
1701,gene1247,sll1158,sll1158,sll1158
1702,gene1248,slr1245,slr1245,slr1245
1703,gene1249,ssr2078,ssr2078,ssr2078
1704,gene1250,slr1246,slr1246,slr1246
1705,gene1251,sll1157,sll1157,sll1157
1706,gene1252,sll1156,sll1156,sll1156
1707,gene1253,sll1155,sll1155,sll1155
1709,gene1254,,sll1154,sll1154
1711,gene1255,,slr1247,slr1247
1713,gene1256,,slr1248,slr1248
1715,gene1257,,slr1249,slr1249
1717,gene1258,,slr1250,slr1250
1719,gene1259,,slr1251,slr1251
1721,gene1260,,ssl2296,ssl2296
1722,gene1261,sll1151,sll1151,sll1151
1723,gene1262,ssr2087,ssr2087,ssr2087
1724,gene1263,sll1150,sll1150,sll1150
1725,gene1264,slr1253,slr1253,slr1253
1727,gene1265,,slr1254,slr1254
1729,gene1266,,slr1255,slr1255
1730,gene1267,sll1147,sll1147,sll1147
1732,gene1268,,slr1256,slr1256
1733,gene1269,slr1257,slr1257,slr1257
1734,gene1270,slr1258,slr1258,slr1258
1735,gene1271,slr1259,slr1259,slr1259
1736,gene1272,slr1260,slr1260,slr1260
1737,gene1273,slr1261,slr1261,slr1261
1738,gene1274,slr1262,slr1262,slr1262
1739,gene1275,slr1263,slr1263,slr1263
1740,gene1276,sll1961,sll1961,sll1961
1741,gene1277,sll1960,sll1960,sll1960
1743,gene1278,,sll1959,sll1959
1745,gene1279,,sll1958,sll1958
1747,gene1280,,sll1957,sll1957
1749,gene1281,,slr2057,slr2057
1751,gene1282,,slr2058,slr2058
1752,gene1283,slr2059,slr2059,slr2059
1753,gene1284,slr2060,slr2060,slr2060
1754,gene1285,sll1956,sll1956,sll1956
1755,gene1286,sll1954,sll1954,sll1954
1756,gene1287,ssl3692,ssl3692,ssl3692
1757,gene1288,slr2062,slr2062,slr2062
1758,gene1289,sll1951,sll1951,sll1951
1759,gene1290,sll1950,sll1950,sll1950
1760,gene1291,sll1949,sll1949,sll1949
1762,gene1292,,slr2067,slr2067
1764,gene1293,,slr1986,slr1986
1766,gene1294,,ssr3383,ssr3383
1768,gene1295,,sll1909,sll1909
1770,gene1296,,sll1908,sll1908
1771,gene1297,slr1990,slr1990,slr1990
1773,gene1298,,slr1991,slr1991
1774,gene1299,slr1992,slr1992,slr1992
1776,gene1300,,slr1993,slr1993
1778,gene1301,,slr1994,slr1994
1779,gene1302,sll1906,sll1906,sll1906
1780,gene1303,sll1905,sll1905,sll1905
1781,gene1304,slr1998,slr1998,slr1998
1782,gene1305,slr1999,slr1999,slr1999
1783,gene1306,slr2000,slr2000,slr2000
1784,gene1307,slr2001,slr2001,slr2001
1785,gene1308,slr2002,slr2002,slr2002
1786,gene1309,slr2003,slr2003,slr2003
1787,gene1310,sll1902,sll1902,sll1902
1788,gene1311,ssr3402,ssr3402,ssr3402
1789,gene1312,slr2004,slr2004,slr2004
1790,gene1313,slr1712,slr1712,slr1712
1792,gene1314,,sll1615,sll1615
1794,gene1315,,sll1614,sll1614
1795,gene1316,sll1613,sll1613,sll1613
1797,gene1317,,sll1612,sll1612
1798,gene1318,sll1611,sll1611,sll1611
1799,gene1319,slr1715,slr1715,slr1715
1800,gene1320,slr1716,slr1716,slr1716
1801,gene1321,sll1609,sll1609,sll1609
1802,gene1322,sll1608,sll1608,sll1608
1803,gene1323,slr1717,slr1717,slr1717
1804,gene1324,sll1606,sll1606,sll1606
1806,gene1325,,sll1605,sll1605
1807,gene1326,slr1718,slr1718,slr1718
1809,gene1327,,slr1719,slr1719
1811,gene1328,,slr1720,slr1720
1812,gene1329,slr1721,slr1721,slr1721
1814,gene1330,,slr1722,slr1722
1816,gene1331,,slr1723,slr1723
1817,gene1332,sll1601,sll1601,sll1601
1818,gene1333,slr1724,slr1724,slr1724
1819,gene1334,ssl3127,ssl3127,ssl3127
1821,gene1335,,sll1600,sll1600
1823,gene1336,,sll1599,sll1599
1825,gene1337,,sll1598,sll1598
1826,gene1338,ssr2898,ssr2898,ssr2898
1827,gene1339,sll1596,sll1596,sll1596
1828,gene1340,sll1595,sll1595,sll1595
1829,gene1341,slr1726,slr1726,slr1726
1831,gene1342,,sll1594,sll1594
1832,gene1343,slr1727,slr1727,slr1727
1833,gene1344,sll1592,sll1592,sll1592
1834,gene1345,sll1590,sll1590,sll1590
1836,gene1346,,slr1728,slr1728
1838,gene1347,,slr1729,slr1729
1839,gene1348,ssr2912,ssr2912,ssr2912
1841,gene1349,,slr1730,slr1730
1843,gene1350,,slr1731,slr1731
1844,gene1351,sll1586,sll1586,sll1586
1845,gene1352,sll0254,sll0254,sll0254
1846,gene1353,sll0253,sll0253,sll0253
1848,gene1354,,slr0260,slr0260
1849,gene1355,ssl0467,ssl0467,ssl0467
1850,gene1356,sll0252,sll0252,sll0252
1852,gene1357,,slr0261,slr0261
1853,gene1358,slr0262,slr0262,slr0262
1854,gene1359,slr0263,slr0263,slr0263
1855,gene1360,slr0264,slr0264,slr0264
1856,gene1361,slr0265,slr0265,slr0265
1858,gene1362,,sll0250,sll0250
1859,gene1363,ssl0461,ssl0461,ssl0461
1860,gene1364,sll0249,sll0249,sll0249
1862,gene1365,,sll0248,sll0248
1864,gene1366,,sll0247,sll0247
1865,gene1367,slr0267,slr0267,slr0267
1866,gene1368,sll0245,sll0245,sll0245
1868,gene1369,,sll0244,sll0244
1869,gene1370,slr0269,slr0269,slr0269
1870,gene1371,slr0270,slr0270,slr0270
1873,gene1372,,ssl0452,ssl0452
1874,gene1373,slr0271,slr0271,slr0271
1875,gene1374,slr0272,slr0272,slr0272
1876,gene1375,slr0273,slr0273,slr0273
1877,gene1376,sll0243,sll0243,sll0243
1878,gene1377,sll0242,sll0242,sll0242
1879,gene1378,sll0241,sll0241,sll0241
1880,gene1379,sll0240,sll0240,sll0240
1881,gene1380,sll0238,sll0238,sll0238
1882,gene1381,sll0237,sll0237,sll0237
1883,gene1382,ssl0438,ssl0438,ssl0438
1884,gene1383,sll0236,sll0236,sll0236
1885,gene1384,slr2079,slr2079,slr2079
1886,gene1385,ssr3532,ssr3532,ssr3532
1887,gene1386,slr2080,slr2080,slr2080
1889,gene1387,,slr2081,slr2081
1891,gene1388,,slr2082,slr2082
1893,gene1389,,slr2083,slr2083
1894,gene1390,slr2084,slr2084,slr2084
1895,gene1391,sll1988,sll1988,sll1988
1897,gene1392,,sll1987,sll1987
1899,gene1393,,slr2087,slr2087
1901,gene1394,,slr2088,slr2088
1903,gene1395,,slr2089,slr2089
1904,gene1396,sll1985,sll1985,sll1985
1905,gene1397,sll1984,sll1984,sll1984
1906,gene1398,sll1983,sll1983,sll1983
1907,gene1399,sll1982,sll1982,sll1982
1908,gene1400,slr2092,slr2092,slr2092
1910,gene1401,,sll1981,sll1981
1911,gene1402,ssl3769,ssl3769,ssl3769
1913,gene1403,,sll1980,sll1980
1914,gene1404,sll1979,sll1979,sll1979
1916,gene1405,,slr2094,slr2094
1917,gene1406,slr2095,slr2095,slr2095
1918,gene1407,slr2096,slr2096,slr2096
1920,gene1408,,slr2097,slr2097
1921,gene1409,slr2098,slr2098,slr2098
1922,gene1410,slr2099,slr2099,slr2099
1923,gene1411,slr2100,slr2100,slr2100
1924,gene1412,slr2101,slr2101,slr2101
1926,gene1413,,slr2102,slr2102
1927,gene1414,slr2103,slr2103,slr2103
1928,gene1415,slr2104,slr2104,slr2104
1929,gene1416,sll1973,sll1973,sll1973
1930,gene1417,slr2105,slr2105,slr2105
1932,gene1418,,sll1430,sll1430
1933,gene1419,sll1429,sll1429,sll1429
1934,gene1420,ssl2789,ssl2789,ssl2789
1935,gene1421,sll1428,sll1428,sll1428
1936,gene1422,slr1503,slr1503,slr1503
1938,gene1423,,sll1427,sll1427
1939,gene1424,sll1426,sll1426,sll1426
1941,gene1425,,sll1425,sll1425
1942,gene1426,slr1505,slr1505,slr1505
1943,gene1427,sll1424,sll1424,sll1424
1945,gene1428,,sll1423,sll1423
1946,gene1429,ssl2781,ssl2781,ssl2781
1947,gene1430,slr1506,slr1506,slr1506
1948,gene1431,slr1507,slr1507,slr1507
1949,gene1432,slr1508,slr1508,slr1508
1951,gene1433,,slr1509,slr1509
1953,gene1434,,slr1510,slr1510
1955,gene1435,,slr1511,slr1511
1956,gene1436,sll1418,sll1418,sll1418
1957,gene1437,slr1512,slr1512,slr1512
1958,gene1438,slr1513,slr1513,slr1513
1959,gene1439,sll1415,sll1415,sll1415
1960,gene1440,sll1414,sll1414,sll1414
1961,gene1441,ssr2549,ssr2549,ssr2549
1962,gene1442,slr1515,slr1515,slr1515
1963,gene1443,ssr2551,ssr2551,ssr2551
1965,gene1444,,slr1516,slr1516
1967,gene1445,,slr1517,slr1517
1968,gene1446,ssr2554,ssr2554,ssr2554
1970,gene1447,,slr1518,slr1518
1972,gene1448,,slr1519,slr1519
1973,gene1449,slr1520,slr1520,slr1520
1975,gene1450,,slr1521,slr1521
1976,gene1451,slr1522,slr1522,slr1522
1977,gene1452,slr1523,slr1523,slr1523
1978,gene1453,slr1524,slr1524,slr1524
1979,gene1454,sll1411,sll1411,sll1411
1980,gene1455,ssl2749,ssl2749,ssl2749
1982,gene1456,,sll2001,sll2001
1983,gene1457,ssr3570,ssr3570,ssr3570
1984,gene1458,ssr3571,ssr3571,ssr3571
1986,gene1459,,slr2107,slr2107
1988,gene1460,,slr2108,slr2108
1989,gene1461,sll1999,sll1999,sll1999
1990,gene1462,sll1998,sll1998,sll1998
1991,gene1463,sll1997,sll1997,sll1997
1992,gene1464,slr2110,slr2110,slr2110
1993,gene1465,slr2111,slr2111,slr2111
1994,gene1466,slr2112,slr2112,slr2112
1995,gene1467,slr2113,slr2113,slr2113
1997,gene1468,,slr2114,slr2114
1998,gene1469,slr2115,slr2115,slr2115
2000,gene1470,,slr2116,slr2116
2001,gene1471,slr2117,slr2117,slr2117
2002,gene1472,slr2118,slr2118,slr2118
2003,gene1473,slr2119,slr2119,slr2119
2004,gene1474,slr2120,slr2120,slr2120
2005,gene1475,slr2121,slr2121,slr2121
2006,gene1476,slr2122,slr2122,slr2122
2007,gene1477,slr2123,slr2123,slr2123
2008,gene1478,slr2124,slr2124,slr2124
2009,gene1479,slr2125,slr2125,slr2125
2010,gene1480,slr2126,slr2126,slr2126
2011,gene1481,slr2127,slr2127,slr2127
2012,gene1482,slr2128,slr2128,slr2128
2013,gene1483,sll1995,sll1995,sll1995
2015,gene1484,,sll1994,sll1994
2017,gene1485,,slr2130,slr2130
2018,gene1486,slr2131,slr2131,slr2131
2019,gene1487,sll1241,sll1241,sll1241
2020,gene1488,sll1240,sll1240,sll1240
2021,gene1489,sll1239,sll1239,sll1239
2022,gene1490,slr1322,slr1322,slr1322
2024,gene1491,,sll1237,sll1237
2025,gene1492,slr1324,slr1324,slr1324
2026,gene1493,ssr2194,ssr2194,ssr2194
2027,gene1494,sll1236,sll1236,sll1236
2029,gene1495,,slr1325,slr1325
2031,gene1496,,sll1234,sll1234
2032,gene1497,ssr2201,ssr2201,ssr2201
2033,gene1498,slr1327,slr1327,slr1327
2034,gene1499,sll1233,sll1233,sll1233
2035,gene1500,sll1232,sll1232,sll1232
2037,gene1501,,sll1231,sll1231
2038,gene1502,sll1229,sll1229,sll1229
2039,gene1503,sll1228,sll1228,sll1228
2041,gene1504,,slr1329,slr1329
2043,gene1505,,slr1330,slr1330
2045,gene1506,,slr1331,slr1331
2047,gene1507,,slr1332,slr1332
2049,gene1508,,sll1226,sll1226
2050,gene1509,sll1225,sll1225,sll1225
2051,gene1510,ssl2420,ssl2420,ssl2420
2053,gene1511,,sll1224,sll1224
2055,gene1512,,sll1223,sll1223
2056,gene1513,sll1222,sll1222,sll1222
2058,gene1514,,sll1221,sll1221
2059,gene1515,sll1220,sll1220,sll1220
2060,gene1516,ssr2227,ssr2227,ssr2227
2061,gene1517,slr1334,slr1334,slr1334
2062,gene1518,sll1219,sll1219,sll1219
2064,gene1519,,sll1218,sll1218
2065,gene1520,sll1217,sll1217,sll1217
2066,gene1521,ssr1375,ssr1375,ssr1375
2068,gene1522,,slr0804,slr0804
2069,gene1523,slr0806,slr0806,slr0806
2071,gene1524,,sml0008,sml0008
2073,gene1525,,sll0819,sll0819
2075,gene1526,,slr0807,slr0807
2076,gene1527,slr0808,slr0808,slr0808
2078,gene1528,,slr0809,slr0809
2079,gene1529,slr0810,slr0810,slr0810
2080,gene1530,sll0818,sll0818,sll0818
2081,gene1531,ssl1520,ssl1520,ssl1520
2083,gene1532,,sll0817,sll0817
2084,gene1533,sll0816,sll0816,sll0816
2085,gene1534,sll0815,sll0815,sll0815
2086,gene1535,sll0814,sll0814,sll0814
2088,gene1536,,sll0813,sll0813
2089,gene1537,slr0812,slr0812,slr0812
2090,gene1538,slr0813,slr0813,slr0813
2091,gene1539,sll0812,sll0812,sll0812
2093,gene1540,,ssr1386,ssr1386
2094,gene1541,slr0815,slr0815,slr0815
2095,gene1542,slr0816,slr0816,slr0816
2096,gene1543,sll0811,sll0811,sll0811
2097,gene1544,sll0810,sll0810,sll0810
2098,gene1545,sll0809,sll0809,sll0809
2100,gene1546,,slr0817,slr0817
2101,gene1547,slr0818,slr0818,slr0818
2103,gene1548,,slr0819,slr0819
2104,gene1549,ssr1391,ssr1391,ssr1391
2105,gene1550,slr0820,slr0820,slr0820
2106,gene1551,ssl1507,ssl1507,ssl1507
2107,gene1552,sll0808,sll0808,sll0808
2108,gene1553,slr0821,slr0821,slr0821
2110,gene1554,,sll0807,sll0807
2111,gene1555,slr0822,slr0822,slr0822
2113,gene1556,,slr0823,slr0823
2114,gene1557,sll0804,sll0804,sll0804
2115,gene1558,sll0803,sll0803,sll0803
2116,gene1559,sll0802,sll0802,sll0802
2117,gene1560,ssl1498,ssl1498,ssl1498
2118,gene1561,sll1263,sll1263,sll1263
2119,gene1562,sll1262,sll1262,sll1262
2121,gene1563,,sll1261,sll1261
2123,gene1564,,sll1260,sll1260
2124,gene1565,slr1336,slr1336,slr1336
2125,gene1566,sll1258,sll1258,sll1258
2126,gene1567,sll1257,sll1257,sll1257
2127,gene1568,sll1256,sll1256,sll1256
2128,gene1569,slr1338,slr1338,slr1338
2129,gene1570,slr1339,slr1339,slr1339
2130,gene1571,slr1340,slr1340,slr1340
2131,gene1572,sll1255,sll1255,sll1255
2132,gene1573,sll1254,sll1254,sll1254
2133,gene1574,slr1342,slr1342,slr1342
2134,gene1575,slr1343,slr1343,slr1343
2136,gene1576,,sll1253,sll1253
2137,gene1577,sll1252,sll1252,sll1252
2138,gene1578,slr1344,slr1344,slr1344
2139,gene1579,sll1251,sll1251,sll1251
2140,gene1580,ssl2471,ssl2471,ssl2471
2141,gene1581,sll1250,sll1250,sll1250
2143,gene1582,,sll1249,sll1249
2145,gene1583,,slr1347,slr1347
2147,gene1584,,slr1348,slr1348
2149,gene1585,,slr1349,slr1349
2151,gene1586,,slr1350,slr1350
2152,gene1587,sll1247,sll1247,sll1247
2154,gene1588,,slr1351,slr1351
2156,gene1589,,sll1245,sll1245
2158,gene1590,,sll1244,sll1244
2159,gene1591,slr1353,slr1353,slr1353
2160,gene1592,sll1242,sll1242,sll1242
2161,gene1593,slr1956,slr1956,slr1956
2162,gene1594,slr1957,slr1957,slr1957
2163,gene1595,slr1958,slr1958,slr1958
2165,gene1596,,sll1900,sll1900
2167,gene1597,,ssl3580,ssl3580
2169,gene1598,,sll1899,sll1899
2170,gene1599,sll1898,sll1898,sll1898
2171,gene1600,slr1959,slr1959,slr1959
2172,gene1601,sll1897,sll1897,sll1897
2173,gene1602,ssl3573,ssl3573,ssl3573
2174,gene1603,slr1962,slr1962,slr1962
2175,gene1604,sll1895,sll1895,sll1895
2176,gene1605,slr1963,slr1963,slr1963
2177,gene1606,slr1964,slr1964,slr1964
2179,gene1607,,sll1894,sll1894
2180,gene1608,slr1966,slr1966,slr1966
2182,gene1609,,sll1893,sll1893
2183,gene1610,sll1892,sll1892,sll1892
2184,gene1611,slr1968,slr1968,slr1968
2185,gene1612,sll1891,sll1891,sll1891
2187,gene1613,,sll1890,sll1890
2188,gene1614,slr1969,slr1969,slr1969
2189,gene1615,ssr3341,ssr3341,ssr3341
2190,gene1616,slr1970,slr1970,slr1970
2191,gene1617,slr1971,slr1971,slr1971
2192,gene1618,sll1888,sll1888,sll1888
2193,gene1619,ssl3549,ssl3549,ssl3549
2194,gene1620,slr1972,slr1972,slr1972
2195,gene1621,sll1886,sll1886,sll1886
2196,gene1622,sll1885,sll1885,sll1885
2197,gene1623,slr1974,slr1974,slr1974
2198,gene1624,sll1884,sll1884,sll1884
2200,gene1625,,sll1883,sll1883
2201,gene1626,sll1882,sll1882,sll1882
2202,gene1627,slr1975,slr1975,slr1975
2203,gene1628,sll1880,sll1880,sll1880
2204,gene1629,sll1879,sll1879,sll1879
2205,gene1630,sll1878,sll1878,sll1878
2206,gene1631,slr1977,slr1977,slr1977
2207,gene1632,slr1978,slr1978,slr1978
2209,gene1633,,slr1979,slr1979
2210,gene1634,slr1980,slr1980,slr1980
2212,gene1635,,sll1876,sll1876
2214,gene1636,,sll1875,sll1875
2216,gene1637,,sll1874,sll1874
2217,gene1638,sll1873,sll1873,sll1873
2219,gene1639,,sll1872,sll1872
2220,gene1640,sll1871,sll1871,sll1871
2221,gene1641,slr1982,slr1982,slr1982
2222,gene1642,slr1983,slr1983,slr1983
2223,gene1643,sll1870,sll1870,sll1870
2225,gene1644,,sll1869,sll1869
2227,gene1645,,slr1984,slr1984
2229,gene1646,,sll1868,sll1868
2231,gene1647,,sll1867,sll1867
2232,gene1648,sll1866,sll1866,sll1866
2233,gene1649,sll1390,sll1390,sll1390
2234,gene1650,ssl2717,ssl2717,ssl2717
2235,gene1651,sll1389,sll1389,sll1389
2236,gene1652,sll1388,sll1388,sll1388
2238,gene1653,,smr0010,smr0010
2239,gene1654,sll1387,sll1387,sll1387
2240,gene1655,sll1386,sll1386,sll1386
2241,gene1656,slr1467,slr1467,slr1467
2242,gene1657,slr1468,slr1468,slr1468
2244,gene1658,,smr0011,smr0011
2246,gene1659,,slr1469,slr1469
2247,gene1660,slr1470,slr1470,slr1470
2248,gene1661,slr1471,slr1471,slr1471
2249,gene1662,slr1472,slr1472,slr1472
2250,gene1663,sll1384,sll1384,sll1384
2252,gene1664,,sll1383,sll1383
2254,gene1665,,sll1382,sll1382
2255,gene1666,slr1474,slr1474,slr1474
2256,gene1667,sll1381,sll1381,sll1381
2257,gene1668,sll1380,sll1380,sll1380
2259,gene1669,,slr1476,slr1476
2260,gene1670,sll1378,sll1378,sll1378
2261,gene1671,sll1377,sll1377,sll1377
2262,gene1672,slr1478,slr1478,slr1478
2263,gene1673,sll1376,sll1376,sll1376
2265,gene1674,,sll1374,sll1374
2266,gene1675,sll1373,sll1373,sll1373
2267,gene1676,sll1372,sll1372,sll1372
2268,gene1677,sll1371,sll1371,sll1371
2270,gene1678,,sll1370,sll1370
2271,gene1679,sll1369,sll1369,sll1369
2273,gene1680,,sll1182,sll1182
2275,gene1681,,sll1181,sll1181
2277,gene1682,,sll1180,sll1180
2279,gene1683,,slr1265,slr1265
2280,gene1684,sll1178,sll1178,sll1178
2281,gene1685,slr1266,slr1266,slr1266
2283,gene1686,,slr1267,slr1267
2285,gene1687,,slr1269,slr1269
2286,gene1688,slr1270,slr1270,slr1270
2288,gene1689,,slr1271,slr1271
2289,gene1690,slr1272,slr1272,slr1272
2290,gene1691,slr1273,slr1273,slr1273
2292,gene1692,,slr1274,slr1274
2293,gene1693,slr1275,slr1275,slr1275
2294,gene1694,slr1276,slr1276,slr1276
2296,gene1695,,slr1277,slr1277
2297,gene1696,sll1174,sll1174,sll1174
2298,gene1697,sll1173,sll1173,sll1173
2299,gene1698,slr1278,slr1278,slr1278
2301,gene1699,,sll1172,sll1172
2303,gene1700,,slr1279,slr1279
2305,gene1701,,slr1280,slr1280
2307,gene1702,,slr1281,slr1281
2308,gene1703,slr1282,slr1282,slr1282
2309,gene1704,slr1283,slr1283,slr1283
2310,gene1705,sll1170,sll1170,sll1170
2311,gene1706,sll1169,sll1169,sll1169
2312,gene1707,slr1285,slr1285,slr1285
2314,gene1708,,sll1167,sll1167
2315,gene1709,ssr2130,ssr2130,ssr2130
2316,gene1710,slr1287,slr1287,slr1287
2317,gene1711,slr1288,slr1288,slr1288
2318,gene1712,sll1166,sll1166,sll1166
2319,gene1713,sll1447,sll1447,sll1447
2320,gene1714,sll1446,sll1446,sll1446
2322,gene1715,,sll1444,sll1444
2324,gene1716,,sll1443,sll1443
2325,gene1717,sll1442,sll1442,sll1442
2326,gene1718,slr1529,slr1529,slr1529
2328,gene1719,,sll1441,sll1441
2330,gene1720,,sll1440,sll1440
2331,gene1721,slr1530,slr1530,slr1530
2332,gene1722,sll1439,sll1439,sll1439
2334,gene1723,,slr1531,slr1531
2335,gene1724,sll1437,sll1437,sll1437
2336,gene1725,sll1436,sll1436,sll1436
2338,gene1726,,sll1435,sll1435
2340,gene1727,,sll1434,sll1434
2341,gene1728,sll1433,sll1433,sll1433
2343,gene1729,,sll1432,sll1432
2344,gene1730,slr1533,slr1533,slr1533
2345,gene1731,slr1534,slr1534,slr1534
2346,gene1732,slr1152,slr1152,slr1152
2347,gene1733,ssl2162,ssl2162,ssl2162
2349,gene1734,,sll1104,sll1104
2350,gene1735,sll1103,sll1103,sll1103
2351,gene1736,sll1102,sll1102,sll1102
2353,gene1737,,sll1101,sll1101
2355,gene1738,,sll1099,sll1099
2357,gene1739,,sll1098,sll1098
2359,gene1740,,sll1097,sll1097
2361,gene1741,,sll1096,sll1096
2362,gene1742,sll1095,sll1095,sll1095
2364,gene1743,,slr1159,slr1159
2365,gene1744,slr1160,slr1160,slr1160
2367,gene1745,,ssl2153,ssl2153
2368,gene1746,sll1094,sll1094,sll1094
2369,gene1747,slr1161,slr1161,slr1161
2370,gene1748,slr1162,slr1162,slr1162
2371,gene1749,slr1163,slr1163,slr1163
2372,gene1750,ssl2148,ssl2148,ssl2148
2374,gene1751,,slr1164,slr1164
2376,gene1752,,slr1165,slr1165
2377,gene1753,slr1166,slr1166,slr1166
2378,gene1754,sll1092,sll1092,sll1092
2379,gene1755,ssl2138,ssl2138,ssl2138
2380,gene1756,sll1091,sll1091,sll1091
2382,gene1757,,slr1167,slr1167
2383,gene1758,slr1168,slr1168,slr1168
2384,gene1759,slr1169,slr1169,slr1169
2385,gene1760,slr1170,slr1170,slr1170
2386,gene1761,slr1171,slr1171,slr1171
2387,gene1762,sll1089,sll1089,sll1089
2388,gene1763,sll1087,sll1087,sll1087
2389,gene1764,sll1086,sll1086,sll1086
2390,gene1765,slr1173,slr1173,slr1173
2391,gene1766,ssr1951,ssr1951,ssr1951
2392,gene1767,slr1174,slr1174,slr1174
2394,gene1768,,sll1085,sll1085
2396,gene1769,,sll1566,sll1566
2397,gene1770,slr1670,slr1670,slr1670
2399,gene1771,,slr1672,slr1672
2401,gene1772,,slr1673,slr1673
