,Gene,Name,Parent Gene,Final_name
3254,gene2415,sll0381,sll0381,sll0381
3255,gene2416,ssr0692,ssr0692,ssr0692
3256,gene2417,ssl0750,ssl0750,ssl0750
3257,gene2418,ssr0693,ssr0693,ssr0693
3259,gene2419,,sll0380,sll0380
3261,gene2420,,sll0379,sll0379
3262,gene2421,slr0420,slr0420,slr0420
3263,gene2422,slr0421,slr0421,slr0421
3265,gene2423,,sll0378,sll0378
3267,gene2424,,sll0377,sll0377
3268,gene2425,sll0376,sll0376,sll0376
3270,gene2426,,slr0423,slr0423
3272,gene2427,,sll0374,sll0374
3274,gene2428,,sll0373,sll0373
3275,gene2429,sll0372,sll0372,sll0372
3276,gene2430,ssl0738,ssl0738,ssl0738
3277,gene2431,sll0371,sll0371,sll0371
3279,gene2432,,sll0370,sll0370
3280,gene2433,sll0369,sll0369,sll0369
3282,gene2434,,sll0368,sll0368
3284,gene2435,,slr0426,slr0426
3285,gene2436,slr0427,slr0427,slr0427
3286,gene2437,sll0189,sll0189,sll0189
3287,gene2438,sll0188,sll0188,sll0188
3289,gene2439,,slr0191,slr0191
3290,gene2440,slr0192,slr0192,slr0192
3291,gene2441,slr0193,slr0193,slr0193
3293,gene2442,,slr0194,slr0194
3294,gene2443,slr0195,slr0195,slr0195
3295,gene2444,slr0196,slr0196,slr0196
3296,gene2445,slr0197,slr0197,slr0197
3297,gene2446,sll0185,sll0185,sll0185
3298,gene2447,slr0199,slr0199,slr0199
3300,gene2448,,sll0184,sll0184
3302,gene2449,,slr0201,slr0201
3303,gene2450,ssl0353,ssl0353,ssl0353
3304,gene2451,sll0183,sll0183,sll0183
3305,gene2452,ssl0352,ssl0352,ssl0352
3306,gene2453,sll0182,sll0182,sll0182
3307,gene2454,sll0181,sll0181,sll0181
3308,gene2455,ssl0350,ssl0350,ssl0350
3309,gene2456,sll0180,sll0180,sll0180
3310,gene2457,slr0204,slr0204,slr0204
3312,gene2458,,sll0179,sll0179
3313,gene2459,slr0207,slr0207,slr0207
3314,gene2460,slr0208,slr0208,slr0208
3316,gene2461,,ssr0330,ssr0330
3317,gene2462,slr0209,slr0209,slr0209
3318,gene2463,slr0210,slr0210,slr0210
3319,gene2464,ssr0332,ssr0332,ssr0332
3320,gene2465,slr0211,slr0211,slr0211
3321,gene2466,ssl0331,ssl0331,ssl0331
3323,gene2467,,slr0212,slr0212
3324,gene2468,ssr0336,ssr0336,ssr0336
3325,gene2469,sll0178,sll0178,sll0178
3326,gene2470,sll0888,sll0888,sll0888
3327,gene2471,ssr1513,ssr1513,ssr1513
3328,gene2472,sll0887,sll0887,sll0887
3329,gene2473,sll0886,sll0886,sll0886
3330,gene2474,slr0895,slr0895,slr0895
3331,gene2475,slr0896,slr0896,slr0896
3332,gene2476,slr0897,slr0897,slr0897
3334,gene2477,,slr0898,slr0898
3336,gene2478,,slr0899,slr0899
3338,gene2479,,slr0900,slr0900
3340,gene2480,,slr0901,slr0901
3342,gene2481,,slr0902,slr0902
3343,gene2482,ssr1527,ssr1527,ssr1527
3345,gene2483,,slr0903,slr0903
3346,gene2484,ssr1528,ssr1528,ssr1528
3347,gene2485,slr0904,slr0904,slr0904
3349,gene2486,,slr0905,slr0905
3351,gene2487,,slr0906,slr0906
3352,gene2488,slr0907,slr0907,slr0907
3353,gene2489,slr0909,slr0909,slr0909
3354,gene2490,slr0912,slr0912,slr0912
3355,gene2491,slr0913,slr0913,slr0913
3356,gene2492,slr0914,slr0914,slr0914
3357,gene2493,slr0915,slr0915,slr0915
3359,gene2494,,slr0917,slr0917
3361,gene2495,,slr0918,slr0918
3362,gene2496,slr0919,slr0919,slr0919
3363,gene2497,slr0920,slr0920,slr0920
3365,gene2498,,sll0892,sll0892
3367,gene2499,,sll0891,sll0891
3368,gene2500,ssl1690,ssl1690,ssl1690
3369,gene2501,slr0921,slr0921,slr0921
3371,gene2502,,slr0922,slr0922
3372,gene2503,slr0923,slr0923,slr0923
3373,gene2504,slr0924,slr0924,slr0924
3375,gene2505,,slr0559,slr0559
3376,gene2506,sll0556,sll0556,sll0556
3378,gene2507,,sll0555,sll0555
3380,gene2508,,sll0554,sll0554
3381,gene2509,sll0553,sll0553,sll0553
3382,gene2510,sll0552,sll0552,sll0552
3383,gene2511,slr0565,slr0565,slr0565
3384,gene2512,sll0550,sll0550,sll0550
3385,gene2513,sll0549,sll0549,sll0549
3386,gene2514,slr0569,slr0569,slr0569
3387,gene2515,sll0547,sll0547,sll0547
3388,gene2516,sll0546,sll0546,sll0546
3389,gene2517,sll0545,sll0545,sll0545
3390,gene2518,sll0544,sll0544,sll0544
3391,gene2519,slr0572,slr0572,slr0572
3392,gene2520,sll0543,sll0543,sll0543
3393,gene2521,ssl1046,ssl1046,ssl1046
3394,gene2522,slr0573,slr0573,slr0573
3395,gene2523,sgl0001,sgl0001,sgl0001
3396,gene2524,ssl1045,ssl1045,ssl1045
3398,gene2525,,slr0574,slr0574
3399,gene2526,slr0575,slr0575,slr0575
3401,gene2527,,sll0542,sll0542
3402,gene2528,slr0579,slr0579,slr0579
3404,gene2529,,sll0541,sll0541
3405,gene2530,slr0580,slr0580,slr0580
3406,gene2531,slr0581,slr0581,slr0581
3407,gene2532,slr0582,slr0582,slr0582
3408,gene2533,sll0540,sll0540,sll0540
3409,gene2534,sll0539,sll0539,sll0539
3410,gene2535,slr0583,slr0583,slr0583
3411,gene2536,slr0825,slr0825,slr0825
3413,gene2537,,ssr1398,ssr1398
3415,gene2538,,ssr1399,ssr1399
3417,gene2539,,slr0827,slr0827
3418,gene2540,slr0829,slr0829,slr0829
3419,gene2541,sll0834,sll0834,sll0834
3420,gene2542,sll0833,sll0833,sll0833
3421,gene2543,sll0832,sll0832,sll0832
3422,gene2544,ssr1407,ssr1407,ssr1407
3424,gene2545,,slr0833,slr0833
3426,gene2546,,slr0835,slr0835
3428,gene2547,,slr0836,slr0836
3429,gene2548,ssl1552,ssl1552,ssl1552
3431,gene2549,,sll0830,sll0830
3433,gene2550,,slr0838,slr0838
3435,gene2551,,sll0829,sll0829
3437,gene2552,,slr0839,slr0839
3439,gene2553,,sll0828,sll0828
3440,gene2554,sll0827,sll0827,sll0827
3441,gene2555,slr0841,slr0841,slr0841
3442,gene2556,slr0842,slr0842,slr0842
3444,gene2557,,sll0825,sll0825
3446,gene2558,,ssr1425,ssr1425
3448,gene2559,,slr0844,slr0844
3449,gene2560,ssl1533,ssl1533,ssl1533
3450,gene2561,slr0845,slr0845,slr0845
3452,gene2562,,sll0823,sll0823
3453,gene2563,sll0822,sll0822,sll0822
3454,gene2564,slr0846,slr0846,slr0846
3455,gene2565,sll0821,sll0821,sll0821
3457,gene2566,,slr0847,slr0847
3458,gene2567,slr0848,slr0848,slr0848
3460,gene2568,,slr0072,slr0072
3461,gene2569,slr0073,slr0073,slr0073
3462,gene2570,sll0088,sll0088,sll0088
3464,gene2571,,slr0074,slr0074
3466,gene2572,,slr0075,slr0075
3467,gene2573,slr0076,slr0076,slr0076
3469,gene2574,,slr0077,slr0077
3470,gene2575,sll0086,sll0086,sll0086
3471,gene2576,sll0085,sll0085,sll0085
3473,gene2577,,sll0084,sll0084
3475,gene2578,,sll0083,sll0083
3476,gene2579,slr0078,slr0078,slr0078
3478,gene2580,,slr0079,slr0079
3479,gene2581,sll0082,sll0082,sll0082
3481,gene2582,,slr0080,slr0080
3482,gene2583,slr0081,slr0081,slr0081
3483,gene2584,slr0082,slr0082,slr0082
3485,gene2585,,slr0083,slr0083
3487,gene2586,,sll0080,sll0080
3489,gene2587,,slr0084,slr0084
3491,gene2588,,sll0078,sll0078
3492,gene2589,slr0086,slr0086,slr0086
3494,gene2590,,slr0088,slr0088
3496,gene2591,,slr0089,slr0089
3498,gene2592,,slr0090,slr0090
3499,gene2593,slr0091,slr0091,slr0091
3500,gene2594,slr0092,slr0092,slr0092
3502,gene2595,,slr0093,slr0093
3503,gene2596,slr0095,slr0095,slr0095
3504,gene2597,slr0096,slr0096,slr0096
3505,gene2598,slr0498,slr0498,slr0498
3506,gene2599,sll0489,sll0489,sll0489
3508,gene2600,,slr0500,slr0500
3509,gene2601,sll0488,sll0488,sll0488
3510,gene2602,sll0487,sll0487,sll0487
3511,gene2603,sll0486,sll0486,sll0486
3512,gene2604,sll0485,sll0485,sll0485
3513,gene2605,sll0484,sll0484,sll0484
3515,gene2606,,slr0502,slr0502
3516,gene2607,slr0503,slr0503,slr0503
3517,gene2608,slr0505,slr0505,slr0505
3519,gene2609,,slr0506,slr0506
3520,gene2610,sll0482,sll0482,sll0482
3521,gene2611,sll0481,sll0481,sll0481
3522,gene2612,sll0480,sll0480,sll0480
3523,gene2613,slr0509,slr0509,slr0509
3524,gene2614,slr0510,slr0510,slr0510
3525,gene2615,ssr0871,ssr0871,ssr0871
3526,gene2616,slr0511,slr0511,slr0511
3527,gene2617,sll0479,sll0479,sll0479
3528,gene2618,sll0478,sll0478,sll0478
3529,gene2619,sll0477,sll0477,sll0477
3530,gene2620,slr0513,slr0513,slr0513
3531,gene2621,slr0514,slr0514,slr0514
3532,gene2622,slr0516,slr0516,slr0516
3533,gene2623,sll0474,sll0474,sll0474
3534,gene2624,sll0473,sll0473,sll0473
3535,gene2625,slr0517,slr0517,slr0517
3537,gene2626,,slr0518,slr0518
3538,gene2627,slr0519,slr0519,slr0519
3540,gene2628,,slr0520,slr0520
3541,gene2629,slr0521,slr0521,slr0521
3542,gene2630,slr0522,slr0522,slr0522
3543,gene2631,sll0471,sll0471,sll0471
3544,gene2632,sll0470,sll0470,sll0470
3546,gene2633,,sll0469,sll0469
3547,gene2634,slr0523,slr0523,slr0523
3549,gene2635,,sll0467,sll0467
3550,gene2636,sll0597,sll0597,sll0597
3551,gene2637,sll0596,sll0596,sll0596
3552,gene2638,sll0595,sll0595,sll0595
3553,gene2639,sll0594,sll0594,sll0594
3555,gene2640,,sll0593,sll0593
3556,gene2641,slr0615,slr0615,slr0615
3557,gene2642,slr0616,slr0616,slr0616
3558,gene2643,ssr1038,ssr1038,ssr1038
3559,gene2644,slr0617,slr0617,slr0617
3560,gene2645,sll0590,sll0590,sll0590
3562,gene2646,,slr0618,slr0618
3563,gene2647,slr0619,slr0619,slr0619
3564,gene2648,ssr1041,ssr1041,ssr1041
3565,gene2649,sll0588,sll0588,sll0588
3567,gene2650,,sll0587,sll0587
3568,gene2651,sll0586,sll0586,sll0586
3570,gene2652,,slr0623,slr0623
3571,gene2653,sll0585,sll0585,sll0585
3573,gene2654,,sll0584,sll0584
3574,gene2655,slr0624,slr0624,slr0624
3575,gene2656,slr0625,slr0625,slr0625
3577,gene2657,,sll0109,sll0109
3578,gene2658,slr0626,slr0626,slr0626
3579,gene2659,slr0099,slr0099,slr0099
3581,gene2660,,sll0108,sll0108
3583,gene2661,,sll0107,sll0107
3584,gene2662,slr0103,slr0103,slr0103
3585,gene2663,slr0104,slr0104,slr0104
3586,gene2664,sll0103,sll0103,sll0103
3587,gene2665,sll0102,sll0102,sll0102
3588,gene2666,slr0105,slr0105,slr0105
3589,gene2667,slr0106,slr0106,slr0106
3590,gene2668,sll0101,sll0101,sll0101
3592,gene2669,,sll0100,sll0100
3594,gene2670,,sll0099,sll0099
3595,gene2671,sll0098,sll0098,sll0098
3596,gene2672,slr0108,slr0108,slr0108
3597,gene2673,slr0109,slr0109,slr0109
3598,gene2674,sll0096,sll0096,sll0096
3599,gene2675,sll0095,sll0095,sll0095
3600,gene2676,sll0094,sll0094,sll0094
3601,gene2677,slr0110,slr0110,slr0110
3602,gene2678,slr0111,slr0111,slr0111
3603,gene2679,slr0112,slr0112,slr0112
3604,gene2680,slr0114,slr0114,slr0114
3605,gene2681,slr0115,slr0115,slr0115
3606,gene2682,slr0116,slr0116,slr0116
3607,gene2683,ssl0172,ssl0172,ssl0172
3608,gene2684,sll0092,sll0092,sll0092
3610,gene2685,,slr0118,slr0118
3612,gene2686,,slr0119,slr0119
3613,gene2687,slr0120,slr0120,slr0120
3614,gene2688,slr0121,slr0121,slr0121
3616,gene2689,,sll0290,sll0290
3618,gene2690,,ssl0546,ssl0546
3620,gene2691,,sll0289,sll0289
3622,gene2692,,sll0288,sll0288
3624,gene2693,,slr0298,slr0298
3625,gene2694,slr0299,slr0299,slr0299
3626,gene2695,slr0300,slr0300,slr0300
3628,gene2696,,slr0301,slr0301
3629,gene2697,slr0302,slr0302,slr0302
3630,gene2698,slr0303,slr0303,slr0303
3631,gene2699,slr0304,slr0304,slr0304
3632,gene2700,slr0305,slr0305,slr0305
3633,gene2701,slr0306,slr0306,slr0306
3634,gene2702,sll0286,sll0286,sll0286
3635,gene2703,sll0284,sll0284,sll0284
3636,gene2704,sll0283,sll0283,sll0283
3637,gene2705,slr0309,slr0309,slr0309
3638,gene2706,sll0282,sll0282,sll0282
3639,gene2707,sll0281,sll0281,sll0281
3640,gene2708,sll0280,sll0280,sll0280
3641,gene2709,slr0311,slr0311,slr0311
3642,gene2710,slr0312,slr0312,slr0312
3643,gene2711,slr0313,slr0313,slr0313
3644,gene2712,slr0314,slr0314,slr0314
3645,gene2713,slr0315,slr0315,slr0315
3646,gene2714,slr0316,slr0316,slr0316
3647,gene2715,slr0317,slr0317,slr0317
3648,gene2716,slr0318,slr0318,slr0318
3650,gene2717,,slr0319,slr0319
3651,gene2718,ssl0511,ssl0511,ssl0511
3653,gene2719,,slr0786,slr0786
3654,gene2720,sll0800,sll0800,sll0800
3655,gene2721,slr0787,slr0787,slr0787
3656,gene2722,slr0788,slr0788,slr0788
3657,gene2723,slr0789,slr0789,slr0789
3659,gene2724,,slr0790,slr0790
3660,gene2725,sll0798,sll0798,sll0798
3661,gene2726,sll0797,sll0797,sll0797
3662,gene2727,slr0793,slr0793,slr0793
3663,gene2728,slr0794,slr0794,slr0794
3664,gene2729,slr0795,slr0795,slr0795
3666,gene2730,,slr0796,slr0796
3668,gene2731,,sll0794,sll0794
3669,gene2732,slr0797,slr0797,slr0797
3670,gene2733,sll0793,sll0793,sll0793
3672,gene2734,,sll0792,sll0792
3673,gene2735,slr0798,slr0798,slr0798
3674,gene2736,sll0790,sll0790,sll0790
3675,gene2737,sll0789,sll0789,sll0789
3676,gene2738,sll0788,sll0788,sll0788
3677,gene2739,slr0799,slr0799,slr0799
3678,gene2740,slr0800,slr0800,slr0800
3679,gene2741,ssl1464,ssl1464,ssl1464
3680,gene2742,sll0787,sll0787,sll0787
3681,gene2743,sll0786,sll0786,sll0786
3682,gene2744,sll0785,sll0785,sll0785
3684,gene2745,,sll0784,sll0784
3685,gene2746,sll0783,sll0783,sll0783
3686,gene2747,slr0801,slr0801,slr0801
3687,gene2748,sll0782,sll0782,sll0782
3688,gene2749,sll0781,sll0781,sll0781
3689,gene2750,sll0780,sll0780,sll0780
3690,gene2751,sll0779,sll0779,sll0779
3691,gene2752,sll0778,sll0778,sll0778
3692,gene2753,sll0777,sll0777,sll0777
3694,gene2754,,sll0776,sll0776
3695,gene2755,sll0775,sll0775,sll0775
3697,gene2756,,ssr1169,ssr1169
3698,gene2757,slr0697,slr0697,slr0697
3699,gene2758,slr0698,slr0698,slr0698
3700,gene2759,slr0699,slr0699,slr0699
3701,gene2760,slr0700,slr0700,slr0700
3703,gene2761,,slr0701,slr0701
3704,gene2762,slr0702,slr0702,slr0702
3705,gene2763,sll0678,sll0678,sll0678
3706,gene2764,sll0677,sll0677,sll0677
3707,gene2765,ssl1277,ssl1277,ssl1277
3708,gene2766,sll0676,sll0676,sll0676
3709,gene2767,ssr1175,ssr1175,ssr1175
3710,gene2768,slr0703,slr0703,slr0703
3711,gene2769,smr0002,smr0002,smr0002
3712,gene2770,slr0704,slr0704,slr0704
3713,gene2771,ssr1176,ssr1176,ssr1176
3714,gene2772,sll0672,sll0672,sll0672
3715,gene2773,sll0671,sll0671,sll0671
3716,gene2774,sll0670,sll0670,sll0670
3717,gene2775,sll0669,sll0669,sll0669
3719,gene2776,,slr0707,slr0707
3720,gene2777,slr0708,slr0708,slr0708
3721,gene2778,sll0668,sll0668,sll0668
3722,gene2779,sll0667,sll0667,sll0667
3723,gene2780,sll0666,sll0666,sll0666
3724,gene2781,sll0665,sll0665,sll0665
3725,gene2782,sll0664,sll0664,sll0664
3726,gene2783,slr0709,slr0709,slr0709
3728,gene2784,,slr0710,slr0710
3729,gene2785,slr0711,slr0711,slr0711
3730,gene2786,slr0712,slr0712,slr0712
3731,gene2787,sll0662,sll0662,sll0662
3733,gene2788,,sll0661,sll0661
3734,gene2789,ssl1263,ssl1263,ssl1263
3736,gene2790,,sll0660,sll0660
3738,gene2791,,smr0003,smr0003
3740,gene2792,,slr0713,slr0713
3741,gene2793,sll0659,sll0659,sll0659
3742,gene2794,sll0658,sll0658,sll0658
3743,gene2795,ssl1255,ssl1255,ssl1255
3745,gene2796,,sll0657,sll0657
3746,gene2797,slr0765,slr0765,slr0765
3748,gene2798,,sll0745,sll0745
3749,gene2799,sll0744,sll0744,sll0744
3750,gene2800,sll0743,sll0743,sll0743
3751,gene2801,sll0742,sll0742,sll0742
3753,gene2802,,sll0741,sll0741
3754,gene2803,sll0740,sll0740,sll0740
3755,gene2804,sll0739,sll0739,sll0739
3757,gene2805,,sll0738,sll0738
3758,gene2806,sll0737,sll0737,sll0737
3759,gene2807,sll0737,,sll0737
3760,gene2808,sll0048,sll0048,sll0048
3761,gene2809,sll0047,sll0047,sll0047
3762,gene2810,slr0022,slr0022,slr0022
3764,gene2811,,sll0045,sll0045
3765,gene2812,slr0023,slr0023,slr0023
3766,gene2813,sll0044,sll0044,sll0044
3767,gene2814,sll0043,sll0043,sll0043
3769,gene2815,,sll0042,sll0042
3770,gene2816,sll0041,sll0041,sll0041
3771,gene2817,sll0040,sll0040,sll0040
3772,gene2818,sll0039,sll0039,sll0039
3773,gene2819,sll0038,sll0038,sll0038
3774,gene2820,slr0031,slr0031,slr0031
3776,gene2821,,slr0032,slr0032
3777,gene2822,slr0033,slr0033,slr0033
3778,gene2823,sll0037,sll0037,sll0037
3779,gene2824,sll0036,sll0036,sll0036
3781,gene2825,,slr0036,slr0036
3782,gene2826,sll0034,sll0034,sll0034
3783,gene2827,sll0033,sll0033,sll0033
3784,gene2828,sll0031,sll0031,sll0031
3785,gene2829,slr0038,slr0038,slr0038
3786,gene2830,slr0039,slr0039,slr0039
3788,gene2831,,sll0030,sll0030
3790,gene2832,,slr0040,slr0040
3792,gene2833,,slr0041,slr0041
3793,gene2834,slr0042,slr0042,slr0042
3795,gene2835,,slr0043,slr0043
3797,gene2836,,slr0044,slr0044
3799,gene2837,,sll0027,sll0027
3801,gene2838,,sll0026,sll0026
3802,gene2839,sll0518,sll0518,sll0518
3804,gene2840,,sll0517,sll0517
3806,gene2841,,slr0525,slr0525
3808,gene2842,,slr0526,slr0526
3810,gene2843,,slr0527,slr0527
3812,gene2844,,slr0528,slr0528
3813,gene2845,sll0514,sll0514,sll0514
3814,gene2846,slr0529,slr0529,slr0529
3815,gene2847,slr0530,slr0530,slr0530
3816,gene2848,slr0531,slr0531,slr0531
3817,gene2849,sll0513,sll0513,sll0513
3818,gene2850,slr0533,slr0533,slr0533
3820,gene2851,,slr0534,slr0534
3821,gene2852,slr0535,slr0535,slr0535
3823,gene2853,,slr0536,slr0536
3824,gene2854,sll0509,sll0509,sll0509
3825,gene2855,sll0508,sll0508,sll0508
3826,gene2856,slr0537,slr0537,slr0537
3827,gene2857,sll0507,sll0507,sll0507
3828,gene2858,sll0506,sll0506,sll0506
3829,gene2859,sll0505,sll0505,sll0505
3831,gene2860,,sll0504,sll0504
3832,gene2861,sll0503,sll0503,sll0503
3834,gene2862,,sll0502,sll0502
3835,gene2863,sll0501,sll0501,sll0501
3836,gene2864,slr0541,slr0541,slr0541
3838,gene2865,,slr0542,slr0542
3840,gene2866,,slr0543,slr0543
3841,gene2867,sll0499,sll0499,sll0499
3842,gene2868,slr0544,slr0544,slr0544
3843,gene2869,sll0498,sll0498,sll0498
3844,gene2870,sll0497,sll0497,sll0497
3845,gene2871,slr0545,slr0545,slr0545
3846,gene2872,sll0496,sll0496,sll0496
3848,gene2873,,sll0495,sll0495
3849,gene2874,sll0494,sll0494,sll0494
3850,gene2875,sll0493,sll0493,sll0493
3852,gene2876,,sll0902,sll0902
3854,gene2877,,sll0901,sll0901
3856,gene2878,,slr0925,slr0925
3858,gene2879,,slr0926,slr0926
3860,gene2880,,slr0927,slr0927
3861,gene2881,slr0929,slr0929,slr0929
3862,gene2882,slr0930,slr0930,slr0930
3863,gene2883,ssr1558,ssr1558,ssr1558
3865,gene2884,,sll0900,sll0900
3867,gene2885,,sll0899,sll0899
3868,gene2886,ssr1562,ssr1562,ssr1562
3869,gene2887,sll0898,sll0898,sll0898
3870,gene2888,ssl1707,ssl1707,ssl1707
3872,gene2889,,sll0897,sll0897
3873,gene2890,sll0896,sll0896,sll0896
3875,gene2891,,sll0895,sll0895
3877,gene2892,,slr0546,slr0546
3879,gene2893,,sll0537,sll0537
3880,gene2894,sll0536,sll0536,sll0536
3882,gene2895,,sll0535,sll0535
3884,gene2896,,sll0534,sll0534
3886,gene2897,,sll0533,sll0533
3888,gene2898,,slr0549,slr0549
3890,gene2899,,slr0550,slr0550
3891,gene2900,slr0551,slr0551,slr0551
3892,gene2901,slr0552,slr0552,slr0552
3893,gene2902,slr0553,slr0553,slr0553
3894,gene2903,slr0554,slr0554,slr0554
3895,gene2904,sll0529,sll0529,sll0529
3896,gene2905,sll0528,sll0528,sll0528
3897,gene2906,slr0556,slr0556,slr0556
3898,gene2907,sll0525,sll0525,sll0525
3899,gene2908,ssl1004,ssl1004,ssl1004
3900,gene2909,sll0524,sll0524,sll0524
3902,gene2910,,slr0557,slr0557
3904,gene2911,,sll0522,sll0522
3906,gene2912,,sll0521,sll0521
3908,gene2913,,sll0520,sll0520
3910,gene2914,,sll0519,sll0519
3912,gene2915,,slr1418,slr1418
3913,gene2916,slr1419,slr1419,slr1419
3914,gene2917,slr1420,slr1420,slr1420
3915,gene2918,slr1421,slr1421,slr1421
3916,gene2919,sll1344,sll1344,sll1344
3918,gene2920,,sll1343,sll1343
3920,gene2921,,sll1342,sll1342
3922,gene2922,,slr1423,slr1423
3923,gene2923,slr1424,slr1424,slr1424
3924,gene2924,slr1425,slr1425,slr1425
3926,gene2925,,sll1341,sll1341
3927,gene2926,sll1340,sll1340,sll1340
3929,gene2927,,slr1426,slr1426
3930,gene2928,sll1338,sll1338,sll1338
3931,gene2929,sll1336,sll1336,sll1336
3932,gene2930,slr1428,slr1428,slr1428
3933,gene2931,sll1334,sll1334,sll1334
3934,gene2932,slr1429,slr1429,slr1429
3935,gene2933,sll1333,sll1333,sll1333
3936,gene2934,slr1431,slr1431,slr1431
3937,gene2935,sll1330,sll1330,sll1330
3938,gene2936,sll1329,sll1329,sll1329
3939,gene2937,slr1451,slr1451,slr1451
3940,gene2938,sll1367,sll1367,sll1367
3942,gene2939,,slr1452,slr1452
3943,gene2940,ssr2439,ssr2439,ssr2439
3945,gene2941,,slr1453,slr1453
3947,gene2942,,slr1454,slr1454
3949,gene2943,,slr1455,slr1455
3950,gene2944,slr1456,slr1456,slr1456
3952,gene2945,,slr1457,slr1457
3954,gene2946,,slr1459,slr1459
3955,gene2947,sll1366,sll1366,sll1366
3956,gene2948,slr1461,slr1461,slr1461
3957,gene2949,sll1365,sll1365,sll1365
3958,gene2950,slr1462,slr1462,slr1462
3960,gene2951,,slr1463,slr1463
3961,gene2952,slr1464,slr1464,slr1464
3962,gene2953,ssl2667,ssl2667,ssl2667
3964,gene2954,,sll1363,sll1363
3965,gene2955,slr0651,slr0651,slr0651
3967,gene2956,,slr0652,slr0652
3969,gene2957,,sll0631,sll0631
3970,gene2958,sll0630,sll0630,sll0630
3972,gene2959,,sll0629,sll0629
3974,gene2960,,slr0653,slr0653
3978,gene2964,slr0654,slr0654,slr0654
3979,gene2965,slr0655,slr0655,slr0655
3980,gene2966,slr0656,slr0656,slr0656
3982,gene2967,,slr0657,slr0657
3983,gene2968,slr0658,slr0658,slr0658
3985,gene2969,,slr0659,slr0659
3987,gene2970,,slr0661,slr0661
3989,gene2971,,sll0626,sll0626
3990,gene2972,sll0625,sll0625,sll0625
3991,gene2973,sll0624,sll0624,sll0624
3993,gene2974,,slr0662,slr0662
3994,gene2975,sll0623,sll0623,sll0623
3996,gene2976,,sll0622,sll0622
3998,gene2977,,sll0621,sll0621
3999,gene2978,ssr1114,ssr1114,ssr1114
4000,gene2979,slr0664,slr0664,slr0664
4001,gene2980,slr0665,slr0665,slr0665
4002,gene2981,slr0666,slr0666,slr0666
4003,gene2982,slr0667,slr0667,slr0667
4004,gene2983,slr0668,slr0668,slr0668
4006,gene2984,,sll1499,sll1499
4008,gene2985,,slr1556,slr1556
4010,gene2986,,sll1498,sll1498
4011,gene2987,slr1557,slr1557,slr1557
4012,gene2988,sll1496,sll1496,sll1496
4013,gene2989,sll1495,sll1495,sll1495
4015,gene2990,,slr1559,slr1559
4017,gene2991,,slr1560,slr1560
4019,gene2992,,slr1562,slr1562
4020,gene2993,slr1563,slr1563,slr1563
4022,gene2994,,slr1564,slr1564
4023,gene2995,slr1565,slr1565,slr1565
4024,gene2996,slr1566,slr1566,slr1566
4025,gene2997,sll1491,sll1491,sll1491
4026,gene2998,slr1567,slr1567,slr1567
4027,gene2999,slr1568,slr1568,slr1568
4028,gene3000,sll1489,sll1489,sll1489
4029,gene3001,sll1488,sll1488,sll1488
4030,gene3002,slr1570,slr1570,slr1570
4031,gene3003,slr1571,slr1571,slr1571
4032,gene3004,slr1572,slr1572,slr1572
4033,gene3005,slr1573,slr1573,slr1573
4034,gene3006,ssl2874,ssl2874,ssl2874
4035,gene3007,slr1575,slr1575,slr1575
4036,gene3008,slr1576,slr1576,slr1576
4037,gene3009,slr1577,slr1577,slr1577
4038,gene3010,slr1579,slr1579,slr1579
4039,gene3011,sll1486,sll1486,sll1486
4040,gene3012,sll1485,sll1485,sll1485
4042,gene3013,,sll1484,sll1484
4043,gene3014,sll1483,sll1483,sll1483
4044,gene3015,sll1482,sll1482,sll1482
4045,gene3016,sll1481,sll1481,sll1481
4047,gene3017,,sll1479,sll1479
4048,gene3018,sll1477,sll1477,sll1477
4049,gene3019,sll1476,sll1476,sll1476
4050,gene3020,slr1583,slr1583,slr1583
4051,gene3021,sll1475,sll1475,sll1475
4052,gene3022,sll1474,sll1474,sll1474
4053,gene3023,sll1473,sll1473,sll1473
4054,gene3024,sll1472,sll1472,sll1472
4056,gene3025,,sll1471,sll1471
4057,gene3026,slr1584,slr1584,slr1584
4058,gene3027,slr1585,slr1585,slr1585
4059,gene3028,slr1586,slr1586,slr1586
4061,gene3029,,sll1470,sll1470
4062,gene3030,slr1588,slr1588,slr1588
4064,gene3031,,slr0746,slr0746
4066,gene3032,,slr0747,slr0747
4067,gene3033,sll0736,sll0736,sll0736
4068,gene3034,sll0735,sll0735,sll0735
4069,gene3035,slr0748,slr0748,slr0748
4071,gene3036,,slr0749,slr0749
4073,gene3037,,slr0750,slr0750
4074,gene3038,sll0733,sll0733,sll0733
4075,gene3039,slr0751,slr0751,slr0751
4077,gene3040,,slr0752,slr0752
4078,gene3041,sll0732,sll0732,sll0732
4080,gene3042,,slr0753,slr0753
4081,gene3043,ssl1378,ssl1378,ssl1378
4082,gene3044,sll0729,sll0729,sll0729
4084,gene3045,,sll0728,sll0728
4085,gene3046,ssr1256,ssr1256,ssr1256
4086,gene3047,slr0755,slr0755,slr0755
4087,gene3048,ssr1258,ssr1258,ssr1258
4088,gene3049,sll0727,sll0727,sll0727
4090,gene3050,,sll0726,sll0726
4091,gene3051,slr0756,slr0756,slr0756
4092,gene3052,slr0757,slr0757,slr0757
4093,gene3053,slr0758,slr0758,slr0758
